search_key,matched_name,Main Story (h),Main + Sides (h),Completionist (h),All Styles (h),Co-Op (h),Vs (h)
manor lords,Manor Lords,10.59,17.8,28.36,12.83,0.0,0.0
assassins creed unity,Assassin's Creed: Unity,17.21,35.21,79.92,31.95,7.41,1.5
mirrors edge,Mirror's Edge,6.11,8.13,12.45,6.64,0.0,0.0
gray zone warfare,Gray Zone Warfare,0.0,0.0,0.0,0.0,0.0,0.0
mafia i classic,Mafia II,12.13,16.31,31.72,14.36,0.0,0.0
shadow warrior,Shadow Warrior,12.29,15.48,35.3,14.06,0.08,0.0
wolfenstein youngblood,Wolfenstein: Youngblood,9.13,14.68,33.28,13.08,12.77,0.0
mortal kombat,Mortal Kombat,8.09,17.69,119.87,13.08,4.88,20.83
codename cure,Codename CURE,9.41,0.0,0.0,9.41,0.0,26.5
dragon ball fighterz,Dragon Ball FighterZ,12.09,22.42,49.02,16.68,17.75,75.02
block n load,Block N Load,0.0,0.0,0.0,0.0,0.0,8.55
company of heroes legacy edition,Company of Heroes,19.33,27.48,77.55,23.39,61.83,77.4
world of guns gun disassembly,World of Guns: Gun Disassembly,1.69,0.0,58.14,33.69,0.0,0.0
liars bar,Liar's Bar,1.7,2.83,3.17,2.38,0.0,2.73
defiance,Defiance,33.2,42.01,4500.0,197.93,54.8,0.0
kingdom classic,Kingdom: Classic,8.04,13.35,24.34,13.04,0.0,0.0
south park the stick of truth,South Park: The Stick of Truth,11.37,14.72,21.1,14.45,14.51,0.0
dark souls i scholar of the first sin,Dark Souls II: Scholar of the First Sin,35.54,61.1,102.89,59.23,64.87,60.93
kenshi,Kenshi,81.58,140.32,273.7,135.42,0.0,0.0
getting over t with bennett foddy,Getting Over It with Bennett Foddy,6.31,7.4,29.24,9.44,0.0,0.0
layers of fear 0,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
the scroll of taiwu,The Scroll Of Taiwu,56.93,0.0,0.0,56.93,0.0,0.0
outlast,Outlast,5.15,7.25,11.51,6.32,6.17,6.47
crusader kings ii,Crusader Kings II,66.64,246.22,440.97,163.87,0.0,13.38
this war of mine,This War of Mine,11.19,20.2,41.54,16.18,0.0,0.0
metro exodus,Metro Exodus,15.8,23.95,41.37,22.33,0.0,0.0
chained together,Chained Together,5.11,8.16,10.44,6.02,6.35,0.0
goat simulator,Goat Simulator,2.16,6.31,11.11,6.59,7.88,0.0
alien solation,Alien: Isolation,18.31,22.51,34.06,20.77,13.1,0.0
remnant from the ashes,Remnant: From the Ashes,13.28,20.7,59.02,18.69,18.71,11.12
black mesa,Black Mesa,15.15,18.45,26.53,16.82,0.0,2.5
friday the th the game,Friday the 13th: The Game,5.52,26.19,132.69,17.47,21.77,102.82
escape the backrooms,Escape the Backrooms,8.43,11.57,13.28,9.62,8.02,0.0
fallout shelter,Fallout Shelter,18.42,53.0,95.55,66.77,0.0,0.0
grand theft auto ii,Grand Theft Auto III,14.18,20.42,36.68,19.23,0.0,0.0
hitman absolution,Hitman: Absolution,12.41,19.68,36.86,15.96,0.0,24.83
phantasy star online,Phantasy Star Online,31.92,86.85,271.43,75.87,200.22,110.55
brotato,Brotato,5.03,22.22,60.83,33.88,9.83,0.0
granblue fantasy relink,Granblue Fantasy: Relink,15.5,32.93,132.6,28.19,65.27,0.0
battleblock theater,BattleBlock Theater,10.16,17.23,42.38,13.38,12.74,4.42
fallout a post nuclear role playing game,Fallout,16.26,22.9,32.39,21.87,0.0,0.0
conquerors blade,Conqueror's Blade,552.93,0.0,0.0,552.93,0.0,0.0
sins of a solar empire rebellion,Sins of a Solar Empire: Rebellion,10.52,50.64,179.84,28.65,0.0,0.0
dungeon defenders,Dungeon Defenders,14.73,62.55,459.29,48.66,45.02,0.0
insurgency sandstorm,Insurgency: Sandstorm,21.6,65.5,364.92,77.72,64.73,79.71
metal gear rising revengeance,Metal Gear Rising: Revengeance,7.2,11.6,40.48,8.96,1.01,0.0
ori and the blind forest definitive edition,Ori and the Blind Forest: Definitive Edition,9.07,11.35,12.76,10.71,11.99,0.0
overcooked,Overcooked,7.8,10.31,12.08,9.94,10.51,0.55
bioshock nfinite,BioShock Infinite,11.54,16.04,28.46,13.97,15.0,0.0
papers please,"Papers, Please",5.02,8.15,16.1,7.29,0.0,0.0
tree of savior english er,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
rise of the tomb raider,Rise of the Tomb Raider,13.34,21.88,35.37,20.21,4.58,0.0
the crew,The Crew,19.0,42.41,118.66,33.86,18.27,50.65
mordhau,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
dragons dogma dark arisen,Dragon's Dogma: Dark Arisen,32.64,52.96,113.06,51.23,0.0,0.0
pacify,Pacify,2.05,4.35,9.92,3.09,1.66,0.0
jurassic world evolution,Jurassic World Evolution,25.38,41.35,69.66,40.17,0.0,0.0
ark survival ascended,ARK: Survival Ascended,320.12,725.0,750.15,442.48,0.0,0.0
rec room,Rec Room,1.11,852.17,0.0,171.64,174.94,1702.33
titan quest anniversary edition,Titan Quest: Anniversary Edition,30.66,45.64,119.49,47.27,44.19,0.0
the long dark,The Long Dark,21.92,54.17,228.33,50.04,0.0,0.0
need for speed hot pursuit,Need for Speed: Hot Pursuit - Remastered,16.61,22.51,36.9,22.81,0.0,1.95
the day before,The Day Before,4.63,7.93,11.7,8.01,0.0,0.0
soundpad,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
quake live,Quake Live,0.8,3.85,106.49,17.78,0.0,34.94
governor of poker,Governor of Poker,9.0,0.0,0.0,9.0,0.0,0.0
the outlast trials,The Outlast Trials,14.21,26.06,60.92,21.73,20.39,0.0
nierautomata,NieR,20.38,35.09,66.67,32.12,0.0,0.0
metin,Metin2,176.14,256.25,966.67,337.84,500.0,467.51
assassins creed,Assassin's Creed Odyssey,45.58,85.25,145.41,94.98,82.0,0.0
tale of mmortal,Tale of Immortal,72.0,0.0,0.0,72.0,0.0,0.0
devour,Devour,3.68,26.93,196.75,7.03,4.81,0.0
a way out,A Way Out,6.03,6.64,7.33,6.31,6.46,1.66
whos your daddy,Who's Your Daddy,0.51,2.36,6.04,2.51,0.0,1.74
metro last light redux,Metro: Last Light Redux,9.82,13.48,27.77,11.93,0.0,0.0
magic duels,Magic Duels: Origins,16.71,30.04,367.17,70.0,0.0,76.17
dark souls remastered,Dark Souls: Remastered,29.33,43.92,68.43,44.31,53.25,37.11
age of empires ii 00,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
teardown,Teardown,12.54,23.75,29.94,22.4,0.0,0.0
bully scholarship edition,Bully: Scholarship Edition,14.57,19.3,27.6,18.83,0.0,19.0
noita,Noita,26.17,77.25,118.47,39.22,0.0,0.0
trackmania nations forever,TrackMania Nations Forever,13.75,46.4,55.05,23.94,5.9,31.36
cult of the lamb,Cult of the Lamb,14.45,19.83,28.5,19.55,26.0,0.0
ori and the blind forest,Ori and the Blind Forest,8.23,10.37,11.78,9.97,0.0,0.0
the stanley parable,The Stanley Parable,1.45,2.89,8.84,3.15,3.0,0.0
sniper elite,Sniper Elite,13.02,14.73,22.07,14.34,16.0,0.0
they are billions,They Are Billions,67.35,99.78,153.44,90.35,0.0,0.0
gunz the second duel,GunZ 2: The Second Duel,9.1,0.0,0.0,9.1,5.0,0.0
the escapists,The Escapists,19.71,43.23,43.66,28.52,18.0,0.0
microsoft flight simulator 00 0th anniversary edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
bless unleashed,Bless Unleashed,190.0,300.0,625.74,439.54,0.0,0.0
warhammer 0000 darktide,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
orcs must die,Orcs Must Die! 2,8.09,19.97,41.27,15.0,15.06,0.0
insurgency,Insurgency,10.2,31.86,55.2,26.91,46.67,31.06
football manager 0,Football Manager 2024,138.61,238.09,453.07,192.95,0.0,0.0
americas army proving grounds,America's Army: Proving Grounds,0.0,0.0,485.08,485.08,0.0,0.0
farming simulator 9,Farming Simulator 19,113.38,234.54,240.38,200.81,30.5,0.0
supermarket simulator,Supermarket Simulator,20.46,50.86,80.86,41.96,47.3,0.0
f 0,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
speedrunners,SpeedRunners,2.13,11.25,15.72,4.91,23.18,37.74
northgard,Northgard,14.51,35.49,87.62,20.14,20.0,655.0
golf with your friends,Golf With Your Friends,6.17,11.1,26.7,11.96,11.35,12.81
inscryption,Inscryption,12.71,15.55,30.59,15.01,0.0,0.0
toribash,Toribash,0.53,34.1,0.0,17.32,0.0,19.2
bastion,Bastion,6.24,9.27,20.43,8.21,6.68,0.0
batman arkham origins,Batman: Arkham Origins,12.42,21.89,41.39,18.57,13.88,23.27
battlefield bad company,Battlefield: Bad Company 2,6.91,10.26,18.43,7.81,21.91,90.19
subnautica below zero,Subnautica: Below Zero,20.27,26.41,31.08,26.04,36.0,0.0
spore,Spore,12.38,28.34,102.99,20.14,0.0,0.0
tales of arise,Tales of Arise,41.01,56.42,73.81,57.79,0.0,0.0
elden ring nightreign,Elden Ring: Nightreign,28.17,40.05,65.29,42.83,43.82,0.0
argo,Argo,0.0,0.0,0.0,0.0,0.0,2.57
farming simulator,Farming Simulator 19,113.38,234.54,240.38,200.81,30.5,0.0
,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
party jousting,Party Jousting,0.0,0.0,0.0,0.0,0.0,0.0
gunfire reborn,Gunfire Reborn,13.46,38.77,99.14,29.9,25.77,0.0
skill special force shooter,Skilltree Saga,6.38,0.0,10.98,8.84,0.0,0.0
carx drift racing online,CarX Drift Racing Online,5.53,20.6,22.5,15.41,8.75,500.01
just cause multiplayer mod,Just Cause 2: Multiplayer Mod,17.22,44.05,55.0,27.25,14.92,57.0
alan wake,Alan Wake,11.18,14.41,26.73,13.06,0.0,0.0
hellblade senuas sacrifice,Hellblade: Senua's Sacrifice,7.53,8.2,9.23,8.17,13.45,0.0
homefront,Homefront,4.16,5.49,9.55,4.56,0.0,12.93
mirror,Mirror,6.17,8.81,14.44,10.48,0.0,0.0
ark survival of the fittest,ARK: Survival of the Fittest,51.5,0.0,55.25,54.0,0.0,0.0
muse dash,Muse Dash,6.78,14.54,23.54,14.91,0.0,0.0
the of the dragon,Spyro: Year of the Dragon,8.14,10.2,12.28,10.66,0.0,0.0
five nights at freddys,Five Nights at Freddy's,2.19,3.15,4.88,2.96,17.0,0.0
wolfenstein the new order,Wolfenstein: The New Order,11.38,15.33,24.68,13.6,0.0,0.0
armored core i fires of rubicon,Armored Core VI: Fires of Rubicon,17.66,28.28,50.55,28.32,1.25,1.62
world war,Call of Duty: WWII,7.03,9.5,18.58,7.65,16.35,53.5
street fighter,Street Fighter,0.99,1.79,1.96,1.09,0.0,0.0
age of empires anniversary edition,Age of Empires IV,27.8,36.32,167.99,35.36,71.09,87.93
cities skylines i,Cities: Skylines,27.39,68.09,177.16,54.75,0.0,0.0
darksiders i deathinitive edition,Darksiders II: Deathinitive Edition,19.85,29.72,52.38,27.73,0.0,0.0
quake champions,Quake Champions,16.36,40.0,0.0,21.84,0.5,16.66
krunker,Krunker,0.15,0.22,0.35,0.15,0.0,26.89
dirt rally,Dirt Rally,28.71,65.58,153.31,54.53,0.0,157.2
grand theft auto episodes from liberty city,Grand Theft Auto: Episodes From Liberty City,18.75,25.85,42.87,22.73,4.0,10.0
resident evil 00,Resident Evil,11.5,14.02,23.45,12.81,11.32,0.0
back to bed,Back to Bed,1.37,2.19,3.71,2.17,0.0,0.0
dragon age the eilguard,Dragon Age: The Veilguard,28.58,62.19,78.81,65.64,0.0,0.0
green hell,Green Hell,16.28,27.37,46.92,22.46,29.31,0.0
kards the wwii card game,Cards & Tankards,0.0,0.0,0.0,0.0,0.0,0.0
uno,Uno,4.92,8.83,19.78,11.25,1.65,16.41
halflife opposing force,Half,0.0,0.0,0.0,0.0,0.0,0.0
blockade d,Blockade 3D,0.0,0.0,0.0,0.0,0.0,0.0
banished,Banished,15.24,32.44,92.37,35.3,0.0,0.0
firewatch,Firewatch,4.06,4.67,5.17,4.45,5.48,0.0
dungeon defenders i,Dungeon Defenders II,22.22,57.58,135.01,43.44,94.44,7.0
ace combat skies unknown,Ace Combat 7: Skies Unknown,12.16,18.14,65.16,15.03,0.5,4.76
spellbreak,Spellbreak,0.55,4.5,22.68,4.11,0.0,3.79
star wars battlefront i,Star Wars: Battlefront II,6.28,10.01,65.58,9.23,34.49,52.2
disco elysium the final cut,Disco Elysium,23.65,33.09,47.47,31.88,44.7,0.0
squad,Squad,19.95,50.0,120.0,36.47,0.0,29.93
super meat boy,Super Meat Boy,9.39,18.37,45.68,14.09,7.2,0.0
dead bits,Dead Bits,1.72,1.69,1.85,1.76,0.0,0.0
ironsight,Ironsight,19.4,0.0,0.0,19.4,0.0,12.2
la noire,L.A. Noire,22.01,28.97,42.09,28.08,24.5,0.0
star conflict,Star Conflict,0.0,792.0,0.0,792.0,17.0,251.5
serious sam bfe,Serious Sam 3: BFE,10.06,14.75,27.35,12.39,8.5,3.58
batman arkham city game of the year edition,Batman,0.47,0.0,0.0,0.47,0.0,0.0
spec ops the line,Spec Ops: The Line,6.12,7.51,16.3,6.96,1.35,0.96
trine enchanted edition,Trine: Enchanted Edition,5.21,6.49,10.8,6.48,5.76,0.0
nioh complete edition,Nioh 2: Complete Edition,41.56,84.78,145.16,87.02,61.07,0.0
halflife source,Half,0.0,0.0,0.0,0.0,0.0,0.0
sanctum,Sanctum,8.18,18.52,55.31,13.69,15.65,0.0
guild wars,Guild Wars 2,85.95,287.72,1841.9,340.17,593.24,239.2
soma,Soma,9.09,10.96,11.17,10.15,0.0,0.0
brutal legend,Brütal Legend,9.22,13.94,25.05,12.2,0.0,1.08
jotun alhalla edition,Jotun,5.16,5.67,7.36,5.57,0.0,0.0
state of decay juggernaut edition,State of Decay 2,16.08,31.87,133.71,31.36,21.45,0.0
buckshot roulette,Buckshot Roulette,0.44,1.67,9.09,1.12,5.0,1.98
surviving mars,Surviving Mars,22.16,45.84,190.27,39.93,0.0,0.0
planet coaster,Planet Coaster,27.76,54.26,85.96,53.98,0.0,0.0
celeste,Celeste,8.3,14.6,38.8,12.68,0.0,0.0
star trek online,Star Trek Online,253.71,344.35,1006.81,500.84,415.0,0.0
kholat,Kholat,4.12,5.37,7.27,5.27,0.0,0.0
the red solstice,The Red Solstice,14.89,0.0,0.0,14.89,0.0,0.0
risk global domination,RISK: Global Domination,14.39,21.42,38.06,20.7,0.0,18.22
helldivers dive harder edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
total war attila,Total War: Attila,44.73,168.67,548.76,98.99,0.0,0.0
stalker heart of chornobyl,S.T.A.L.K.E.R. 2: Heart of Chornobyl,36.1,68.77,134.48,64.91,0.0,0.0
call of juarez gunslinger,Call of Juarez: Gunslinger,5.07,7.01,14.22,6.05,0.0,0.0
call of duty modern warfare 00,Call of Duty,6.87,8.83,9.92,7.22,0.0,14.83
heaven forest nights,Heaven Forest Nights,0.0,0.0,1.61,1.61,0.0,0.0
totally accurate battlegrounds,Totally Accurate Battlegrounds,2.55,3.42,10.25,4.3,0.0,10.0
fallout game of the year edition,Fallout 3: Game of the Year Edition,26.31,58.04,106.46,57.45,0.0,0.0
aura kingdom,Aura Kingdom,445.66,700.0,9341.75,1311.05,25.0,97.71
max payne,Max Payne,8.1,9.21,11.49,8.46,0.0,0.0
naruto shippuden ultimate ninja storm,Naruto Shippuden: Ultimate Ninja Storm 4,8.91,19.61,39.02,16.28,12.58,28.16
final fantasy 0v windows edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
planet zoo,Planet Zoo,33.93,58.14,93.16,60.17,0.0,0.0
katana zero,Katana ZERO,4.72,6.27,14.55,5.54,0.0,0.0
darksiders,Darksiders,17.06,20.4,27.87,19.76,0.0,0.0
deus ex mankind divided,Deus Ex: Mankind Divided,16.04,30.89,52.88,30.03,0.0,0.0
slime rancher,Slime Rancher,14.56,22.91,38.56,23.05,18.06,0.0
deus ex human revolution directors cut,Deus Ex: Human Revolution - Director's Cut,23.3,31.13,46.26,31.44,0.0,0.0
pathfinder wrath of the righteous enhanced edition,Pathfinder: Wrath of the Righteous,55.16,136.31,240.34,137.43,0.0,0.0
pathfinder kingmaker enhanced plus edition,Pathfinder: Wrath of the Righteous,55.16,136.31,240.34,137.43,0.0,0.0
dragons dogma,Dragon's Dogma: Dark Arisen,32.64,52.96,113.06,51.23,0.0,0.0
sleeping dogs definitive edition,Sleeping Dogs: Definitive Edition,14.34,23.64,41.56,24.13,0.0,0.0
for the king,For The King,11.57,34.23,76.4,23.01,22.65,2.0
rift,Rift,105.64,201.4,649.0,172.47,112.05,45.0
age of mythology extended edition,Age of Mythology: Extended Edition,28.61,41.87,69.18,41.56,100.0,31.67
batman arkham asylum game of the year edition,Batman,0.47,0.0,0.0,0.47,0.0,0.0
car mechanic simulator 0,Car Mechanic Simulator 2018,27.88,89.8,89.9,61.01,0.0,0.0
dragon ball sparking zero,Dragon Ball: Sparking! ZERO,10.67,26.61,43.23,26.77,0.0,20.19
day of defeat source,Day of Defeat: Source,2.72,8.31,10.0,4.69,42.58,37.65
marvels midnight suns,Marvel's Midnight Suns,40.41,65.41,96.28,65.45,0.0,0.0
operation harsh doorstop,Operation: Harsh Doorstop,0.0,0.0,0.0,0.0,0.0,0.0
dome keeper,Dome Keeper,4.72,13.1,31.37,12.17,0.0,0.0
dwarf fortress,Dwarf Fortress,74.6,108.29,200.0,106.03,0.0,0.0
no rest for the wicked,No Rest for the Wicked,14.19,23.2,39.03,21.99,0.0,0.0
lossless scaling,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
heaven forest r mmo,Heaven Forest,0.88,1.5,3.47,2.45,0.0,0.0
ghost of tsushima directors cut,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
mitosis the game,Imitosis,0.17,0.2,0.28,0.21,0.0,0.0
warhammer 0000 dawn of war i anniversary edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
monster hunter stories wings of ruin,Monster Hunter Stories 2: Wings of Ruin,40.98,60.8,143.38,58.31,28.0,0.0
moonlighter,Moonlighter,14.05,20.6,29.97,17.21,0.0,0.0
barotrauma,Barotrauma,50.89,84.59,140.25,63.19,41.83,0.0
mechwarrior online solaris,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
the bureau 0com declassified,The Bureau: XCOM Declassified,10.63,14.37,17.59,13.36,0.0,0.0
chivalry,Chivalry: Medieval Warfare,13.93,34.02,172.15,60.68,27.15,35.62
borderlands game of the year,Borderlands: Game of the Year,20.55,36.13,75.78,34.87,31.76,0.0
duck game,Duck Game,3.58,4.2,144.65,22.78,15.5,39.88
freddy fazbears pizzeria simulator,Freddy Fazbear's Pizzeria Simulator,2.96,5.85,11.95,4.72,0.0,0.0
ghostrunner,Ghostrunner,7.09,9.23,14.03,8.33,0.0,0.0
runescape,RuneScape,453.94,2112.66,4902.33,1679.34,0.0,0.0
black myth wukong benchmark tool,Black Myth: Wukong,38.03,47.98,67.3,50.28,0.0,0.0
warhammer 0000 space marine anniversary edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
creative destruction,Creative Destruction,26.5,0.0,0.0,26.5,0.0,0.0
shadowrun returns,Shadowrun Returns,11.61,14.36,17.78,13.88,0.0,0.0
dead frontier,Dead Frontier,0.0,0.0,0.0,0.0,0.0,0.0
return to castle wolfenstein,Return to Castle Wolfenstein,8.02,10.15,10.9,8.9,0.0,25.0
assassins creed syndicate,Assassin's Creed: Syndicate,18.96,33.67,55.76,33.73,38.0,0.0
dead space 00,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
the elder scrolls oblivion game of the year edition deluxe 009,The Elder Scrolls V: Skyrim - Special Edition,26.01,112.69,204.41,116.21,5.0,0.0
life s strange before the storm,Life Is Strange: Before the Storm,9.96,11.63,12.96,11.51,0.0,0.0
awesomenauts,Awesomenauts,11.22,44.3,136.46,42.33,60.71,142.88
shadow of the tomb raider definitive edition,Shadow of the Tomb Raider: Definitive Edition,13.04,26.02,42.8,23.03,0.0,0.0
line of sight,Line of Sight,10.0,0.0,0.0,10.0,0.0,0.0
microsoft flight simulator 0 steam edition,Microsoft Flight Simulator 2024,72.66,0.0,0.0,72.66,0.0,0.0
neon abyss,Neon Abyss,11.14,34.26,89.6,18.7,0.0,0.0
outriders,Outriders,16.37,35.8,63.52,32.93,32.8,0.0
hitman world of assassination,Hitman: World of Assassination,24.28,46.5,288.04,43.03,0.0,0.0
tribes of midgard,Tribes of Midgard,15.93,30.74,57.27,22.74,26.02,0.0
code ein,Code Vein,26.34,35.33,62.82,35.36,41.17,0.0
soulworker anime action mmo,SoulWorker,52.54,0.0,0.0,52.54,49.95,0.0
to the moon,To the Moon,4.12,4.53,4.6,4.3,5.0,0.0
secret n story,Cave Story's Secret Santa,0.93,1.08,1.54,1.13,0.0,0.0
iron snout,Iron Snout,1.78,2.25,6.31,4.97,1.38,0.0
ryse son of rome,Ryse: Son of Rome,6.39,8.37,20.0,7.22,4.75,5.21
mafia i definitive edition,Mafia: Definitive Edition,10.61,13.14,24.62,12.16,0.0,15.0
warhammer 0000 chaos gate daemonhunters,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
vindictus,Vindictus,545.0,637.75,1000.0,866.57,1301.93,0.0
persona royal,Persona 5 Royal,101.22,123.04,141.7,122.92,0.0,0.0
tcg card shop simulator,TCG Card Shop Simulator,34.02,35.69,89.3,54.09,0.0,0.0
monaco whats yours s mine,Monaco: What's Yours is Mine,8.31,15.48,34.68,14.12,17.28,10.0
a dance of fire and ce,A Dance of Fire and Ice,3.28,9.14,21.12,8.32,0.0,0.0
hitman blood money,Hitman: Blood Money,11.84,16.05,20.33,13.62,14.0,0.0
the evil within,The Evil Within,15.33,20.02,40.57,17.68,13.12,0.0
the elder scrolls oblivion game of the year edition 009,The Elder Scrolls V: Skyrim - Special Edition,26.01,112.69,204.41,116.21,5.0,0.0
endless legend,Endless Legend,15.88,34.45,96.42,25.32,19.75,0.0
glass masquerade,Glass Masquerade,3.92,5.1,6.33,5.46,0.0,0.0
knight online,Knight Online,0.0,0.0,8645.2,8645.2,0.0,0.0
south park the fractured but whole,South Park: The Fractured But Whole,18.16,22.55,27.98,22.67,0.0,0.0
stories the path of destinies,Stories: The Path Of Destinies,5.21,7.45,20.03,8.15,0.0,0.0
gtfo,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
hacknet,Hacknet,7.21,8.81,11.32,9.0,0.0,0.0
the awesome adventures of captain spirit,The Awesome Adventures of Captain Spirit,1.62,1.98,2.15,1.96,0.0,0.0
the darkness i,The Darkness II,6.04,8.24,14.88,7.07,4.62,0.0
shadowverse ccg,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
star wars knights of the old republic,Star Wars: Knights of the Old Republic,29.13,36.53,48.3,36.33,0.0,0.0
naruto to boruto shinobi striker,Naruto to Boruto: Shinobi Striker,6.93,29.85,107.08,15.76,23.17,24.62
halflife alyx,Half,0.0,0.0,0.0,0.0,0.0,0.0
call of duty wwii,Call of Duty: WWII,7.03,9.5,18.58,7.65,16.35,53.5
red dead online,Red Dead Online,11.0,81.06,129.88,74.96,0.0,170.0
heart of a warrior,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
gris,Langrisser IV,92.5,0.0,0.0,92.5,0.0,0.0
openttd,OpenTTD,15.15,37.83,86.96,28.38,0.0,0.0
ultimate chicken horse,Ultimate Chicken Horse,5.04,12.92,25.5,11.38,12.69,12.91
besiege,Besiege,5.99,12.86,16.86,9.33,3.4,6.48
back blood,Back 4 Blood,11.95,23.31,97.23,16.91,16.64,0.5
rounds,Rounds,1.09,4.0,8.85,4.22,6.19,4.17
romeros aftermath,Romero's Aftermath,0.0,0.0,0.0,0.0,0.0,0.0
airmech strike,AirMech Strike,5.62,0.0,0.0,5.62,0.0,0.0
god of war ragnark,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
tropico,Tropico,27.09,35.74,114.59,41.85,0.0,0.0
onearmed robber,One,0.2,0.0,0.0,0.2,0.0,0.0
depth,Depth,4.5,64.0,84.0,37.12,9.75,19.2
ddracenetwork,DDraceNetwork,0.0,0.0,0.0,0.0,0.0,0.0
powerwash simulator,PowerWash Simulator,38.79,50.85,60.41,49.58,38.15,0.0
tiny tinas wonderlands,Tiny Tina's Wonderlands,16.09,28.74,52.1,28.29,22.18,0.0
endless space definitive edition,Endless Space,16.07,40.98,110.6,27.97,36.05,129.0
gothic,Gothic,23.26,30.48,37.9,30.74,0.0,0.0
pillars of eternity,Pillars of Eternity,36.12,64.12,109.07,65.9,0.0,0.0
crysis warhead,Crysis Warhead,5.07,6.06,6.75,5.45,0.0,0.0
football manager 09,Football Manager 2009,129.85,265.88,440.03,164.46,0.0,0.0
gorilla tag,Gorilla Tag,0.0,0.0,0.0,0.0,0.0,0.0
total war empire definitive edition,Total War: Empire - Definitive Edition,67.92,140.65,245.04,137.71,0.0,0.0
darksiders ii,Darksiders II,21.54,29.08,44.97,26.83,0.0,0.0
need for speed payback,Need for Speed: Payback,18.89,27.2,47.21,25.09,7.0,9.43
plague nc evolved,Plague Inc: Evolved,3.64,14.36,54.18,11.13,12.5,2.12
superhot,Superhotline Miami,0.44,0.0,0.48,0.46,0.0,0.0
keep talking and nobody explodes,Keep Talking and Nobody Explodes,5.19,6.17,13.76,7.0,5.94,0.0
game dev tycoon,Game Dev Tycoon,8.61,15.0,25.7,12.63,10.0,0.0
total war warhammer,Total War: Warhammer,34.66,68.87,184.82,54.77,35.27,0.0
far cry new dawn,Far Cry New Dawn,11.36,18.23,28.93,17.91,16.37,0.0
bigfoot,Bigfoot,4.04,6.83,0.0,5.44,7.5,0.0
grand theft auto ice city,Grand Theft Auto: Vice City,17.21,24.22,38.08,22.88,0.0,0.0
legends of dleon dle mmo,Legends Of IdleOn,610.73,1500.0,2809.71,1584.09,0.0,0.0
axel air 0enodawn,Mad Max,20.11,38.89,61.62,40.13,0.0,0.0
bayonetta,Bayonetta,11.56,15.43,41.82,13.08,0.0,0.0
command and conquer remastered collection,Command & Conquer Remastered Collection,31.66,57.43,79.51,52.76,0.0,0.0
idle champions of the forgotten realms,Idle Champions of the Forgotten Realms,44.34,87.33,5126.5,1135.4,0.0,0.0
